url,status,title,author,published_date,folder_name,timestamp,failure_reason,source
https://x.com/Roland_WayneOZ/status/2025368657673797712,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/onenewbite/status/2024819940327379286,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/lijiuer92/status/2025678747509391664,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/gxjdian/status/2025735392423776697,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/0xnathanwalk/status/2025486213566918845,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/hartdrawss/status/2025503517411049843,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/banezh/status/2025760796794655147,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/sunhaoran888/status/2025626912262107183,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/suispasdavinci/status/2025615530086817947,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/robertpbalan1/status/2025565729190285583,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/elvissun/status/2025614428469964803,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/web3annie/status/2025471753921904794,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/i/status/2026147429368975830,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/i/status/2025955574928625703,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/i/status/2026137894768030148,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/i/status/2025884386001138056,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/i/status/2025981308846170351,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/milesdeutscher/status/2026037201591787801,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/BHolmesDev/status/2025988271776383275,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/the_smart_ape/status/2025858782840893549,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/agent_wrapper/status/2025986105485733945,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/KSimback/status/2025967893796606247,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/web3annie/status/2025897485550698920,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/d4m1n/status/2026032801322356903,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/startupideaspod/status/2026034752009211953,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/akshay_pachaar/status/2025933798953865284,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/jungeAGI/status/2025968331644420288,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/0xmomonifty/status/2025938450248347933,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/wickedguro/status/2025967492359913862,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/sitinme/status/2026169692348727389,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/onehopeA9/status/2025934420893708433,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/wangray/status/2026101225536807378,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/msjiaozhu/status/2025879303213469711,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/GoSailGlobal/status/2026119669506261300,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/juliangoldieseo/status/2026221224028954950,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,"Navigation: Page.goto: Target page, context or browser has been closed",cli
https://x.com/Jason/status/2026004823947030880,failed,Untitled,Unknown,NoDate,,2026-02-25 12:50:28,Navigation: Page.goto: Connection closed while reading from the driver,cli
